"","date","daily_temperature_2m_max","daily_temperature_2m_min","daily_sunshine_duration","daily_precipitation_sum","location"
"95",1940-04-04,13.8,4.3,42583.08,2,"kyoto"
"96",1940-04-05,16.2,2,41197.45,6.9,"kyoto"
"97",1940-04-06,9.3,2.1,42360.12,1.2,"kyoto"
"98",1940-04-07,12.2,0.3,43102.45,0,"kyoto"
"99",1940-04-08,18,1,43148.84,0,"kyoto"
"100",1940-04-09,13.9,6,42922.82,4.8,"kyoto"
"101",1940-04-10,14.1,2.7,43200,0,"kyoto"
"102",1940-04-11,17.6,4.1,43200,0,"kyoto"
"103",1940-04-12,19.9,6,27690.34,0,"kyoto"
"104",1940-04-13,20,9.2,28479.07,0.1,"kyoto"
"105",1940-04-14,18,9.8,14932.45,8.7,"kyoto"
"106",1940-04-15,14.9,4,43200,0,"kyoto"
"107",1940-04-16,16.9,4.9,42322.63,0,"kyoto"
"108",1940-04-17,19.3,5.1,43200,0,"kyoto"
"109",1940-04-18,19.5,5.1,25537.59,3.6,"kyoto"
"110",1940-04-19,21.4,9.5,43200,1,"kyoto"
"111",1940-04-20,20.8,5.5,43200,1.6,"kyoto"
"112",1940-04-21,14.5,10.7,16117.88,31.1,"kyoto"
"113",1940-04-22,12,7.2,15453.34,0,"kyoto"
"114",1940-04-23,17.2,6.7,43040.67,0,"kyoto"
"115",1940-04-24,19.2,6.7,42723.09,0.1,"kyoto"
"116",1940-04-25,19.4,7.8,40640.49,0.1,"kyoto"
"117",1940-04-26,21.5,8.1,39397.92,0,"kyoto"
"118",1940-04-27,21.4,10.8,27240.73,9.7,"kyoto"
"119",1940-04-28,16.3,6.5,36221.63,6.7,"kyoto"
"120",1940-04-29,18.5,4.3,44277.82,0,"kyoto"
"121",1940-04-30,19.9,8.1,44208.56,0,"kyoto"
"122",1940-05-01,22.8,6.7,43750.15,0,"kyoto"
"123",1940-05-02,22.3,8.7,43786.68,0,"kyoto"
"124",1940-05-03,22.2,8.3,43871.51,0,"kyoto"
"125",1940-05-04,20.8,12.2,5697.2,4,"kyoto"
